<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20130709,000000,91.7100000,92.7800000,91.7100000,92.0100000,35
20130710,000000,91.0100000,91.9800000,90.0100000,90.9000000,55
20130711,000000,93.0100000,95.2500000,92.5900000,94.6100000,125
20130712,000000,95.5800000,98.4500000,95.5800000,98.4200000,95
20130715,000000,99.0000000,100.9800000,99.0000000,99.5300000,92
20130716,000000,99.0000000,99.6000000,95.1900000,99.0000000,43
20130717,000000,99.5500000,101.9800000,99.5400000,101.5800000,66
20130718,000000,94.2600000,99.0000000,94.2500000,98.2900000,50
20130719,000000,99.7100000,101.4900000,99.7000000,100.0400000,71
20130722,000000,98.5000000,99.5000000,97.2000000,98.8500000,37
20130723,000000,98.0100000,98.5000000,95.6100000,96.7000000,138
20130724,000000,96.3100000,97.2000000,95.6800000,96.3500000,81
20130725,000000,95.7500000,97.0000000,95.0100000,95.6500000,80
20130726,000000,93.4800000,95.5000000,93.4800000,95.0000000,43
20130729,000000,90.1200000,95.3800000,90.1200000,94.2200000,56
20130730,000000,94.0000000,94.8800000,90.2100000,94.2200000,56
20130731,000000,90.3300000,96.4800000,90.3300000,95.1300000,71
20130801,000000,92.4100000,97.8400000,92.4100000,96.6500000,97
20130802,000000,95.1300000,96.9800000,95.1300000,96.9800000,50
20130805,000000,95.2900000,96.9800000,95.2900000,96.4600000,38
20130806,000000,90.1200000,96.4600000,90.1200000,94.7200000,51
20130807,000000,93.6800000,94.9400000,93.6800000,93.7200000,25
20130808,000000,94.0100000,94.0600000,94.0100000,94.0500000,8
20130809,000000,93.7700000,95.7700000,88.1400000,95.5700000,37
20130812,000000,90.1200000,96.0900000,90.1100000,96.0100000,63
20130813,000000,97.0300000,97.8700000,91.8200000,96.7500000,59
20130814,000000,97.4000000,98.3900000,97.1200000,98.3900000,13
20130815,000000,94.6900000,96.4500000,94.0000000,95.0000000,69
20130816,000000,95.5800000,95.5800000,93.0400000,93.7900000,42
20130819,000000,93.9300000,94.2900000,93.5000000,93.5300000,20
20130820,000000,89.2000000,92.9600000,86.2300000,91.9900000,58
20130821,000000,90.0000000,91.4400000,89.5600000,90.4500000,48
20130822,000000,91.5500000,92.4800000,91.5500000,92.4700000,29
20130823,000000,91.8300000,92.3000000,91.8100000,92.3000000,43
20130826,000000,90.9200000,91.9900000,90.9100000,91.2500000,67
20130827,000000,85.8100000,90.5900000,85.8000000,89.8200000,73
20130828,000000,85.4000000,90.0000000,85.4000000,89.6200000,47
20130829,000000,85.6100000,91.4300000,85.6100000,90.2800000,66
20130830,000000,84.6000000,89.5000000,82.0600000,88.9500000,84
20130902,000000,88.0100000,91.7700000,88.0100000,90.2000000,84
20130903,000000,90.9900000,93.8100000,87.6200000,90.4400000,63
20130904,000000,85.4100000,92.9000000,85.4100000,90.3300000,100
20130905,000000,88.5300000,92.9500000,88.5300000,92.4100000,57
20130906,000000,94.7500000,95.0000000,92.5000000,92.5000000,168
20130909,000000,93.5200000,94.9800000,92.1800000,94.1500000,232
20130910,000000,95.5300000,96.9800000,95.5300000,95.6100000,165
20130911,000000,95.5500000,96.8900000,93.7300000,95.0200000,79
20130912,000000,96.3000000,96.3000000,94.5700000,95.0000000,21
20130913,000000,93.6100000,95.9900000,93.6000000,94.6000000,36
20130916,000000,96.3900000,99.4000000,96.3800000,98.7000000,77
20130917,000000,97.2100000,103.0000000,97.2100000,98.7300000,90
20130918,000000,98.2700000,102.8300000,98.2700000,99.4000000,105
20130919,000000,102.4000000,103.0000000,101.2100000,101.6100000,83
20130920,000000,100.9200000,103.1600000,100.9200000,102.2600000,227
20130923,000000,101.0300000,108.6600000,101.0200000,101.4000000,87
20130924,000000,100.3300000,107.8600000,100.3300000,100.5200000,103
20130925,000000,101.6700000,108.6100000,101.4200000,101.4800000,100
20130926,000000,110.2700000,110.2700000,101.3100000,101.6300000,75
20130927,000000,99.9500000,100.0400000,98.8500000,99.0800000,68
20130930,000000,97.6200000,99.6400000,97.0100000,98.0000000,65
20131001,000000,98.6200000,99.4900000,98.5500000,98.9400000,57
20131002,000000,97.5300000,98.1200000,96.5600000,97.4100000,59
20131003,000000,98.9700000,98.9800000,97.9300000,98.3900000,83
20131004,000000,99.1000000,100.4800000,99.0400000,100.4800000,59
20131007,000000,99.7100000,100.3000000,99.6000000,100.3000000,39
20131008,000000,101.5100000,108.3500000,101.4200000,101.6600000,194
20131009,000000,101.7000000,101.7000000,99.6000000,101.3100000,95
20131010,000000,103.6100000,104.0100000,103.0200000,103.1200000,386
20131011,000000,103.0500000,103.2900000,102.4300000,103.2700000,130
20131014,000000,102.3000000,102.6000000,101.8000000,102.2100000,55
20131015,000000,104.1000000,104.8300000,103.8300000,104.1600000,295
20131016,000000,104.0000000,104.7900000,101.3600000,104.4900000,101
20131017,000000,102.7000000,103.8700000,102.7000000,103.5600000,71
20131018,000000,104.6300000,106.0000000,104.6200000,105.1400000,123
20131021,000000,105.3400000,106.9300000,103.6000000,105.9900000,74
20131022,000000,105.0000000,113.6100000,103.5900000,105.3100000,81
20131023,000000,104.1200000,104.9800000,103.1700000,104.0000000,80
20131024,000000,102.9300000,103.9800000,102.6600000,103.4400000,134
20131025,000000,103.2000000,103.4400000,103.0000000,103.0000000,118
20131028,000000,110.9700000,110.9700000,102.6000000,103.6800000,50
20131029,000000,103.0300000,103.7000000,102.0200000,102.6300000,83
20131030,000000,103.5400000,104.6500000,102.8300000,102.8500000,130
20131031,000000,102.5300000,103.9700000,102.5300000,102.5800000,67
20131101,000000,103.1000000,103.6600000,102.5000000,103.4000000,105
20131105,000000,102.5000000,103.4900000,102.5000000,102.5200000,87
20131106,000000,102.8000000,102.8000000,102.4200000,102.5000000,53
20131107,000000,103.0900000,104.1900000,101.9300000,103.5400000,80
20131108,000000,101.0000000,110.9900000,101.0000000,101.6900000,36
20131111,000000,101.7000000,102.4000000,101.5100000,101.6900000,71
20131112,000000,103.6200000,104.6200000,103.6000000,104.0000000,71
20131113,000000,103.8400000,105.7500000,101.2000000,101.2000000,124
20131114,000000,103.2800000,104.3800000,102.7100000,103.7400000,81
20131115,000000,104.0000000,105.5200000,103.4100000,103.4300000,45
20131118,000000,104.0000000,105.3200000,104.0000000,105.3200000,74
20131119,000000,105.7200000,107.5700000,105.7200000,106.0800000,104
20131120,000000,105.4300000,106.1200000,105.4200000,106.1200000,106
20131121,000000,105.0000000,105.1300000,104.7300000,104.9000000,105
20131122,000000,104.9700000,105.5000000,104.9700000,105.2500000,39
20131125,000000,113.2700000,113.2700000,104.0400000,105.1300000,108
20131126,000000,103.5700000,103.7500000,103.2100000,103.2100000,69
20131127,000000,103.2500000,104.4700000,102.7500000,102.7600000,97
20131128,000000,109.6400000,109.6400000,102.4000000,102.4900000,68
20131129,000000,102.5300000,103.2500000,102.5300000,102.9100000,43
20131202,000000,102.3300000,102.7500000,101.4200000,102.0600000,85
20131203,000000,100.2100000,100.4800000,99.6500000,100.2000000,63
20131204,000000,99.5000000,100.7600000,98.7300000,98.8600000,102
20131205,000000,98.6400000,98.9100000,97.6200000,98.1100000,82
20131206,000000,99.3200000,100.1500000,98.5200000,99.6500000,50
20131209,000000,100.0000000,101.0000000,98.9400000,101.0000000,65
20131210,000000,100.0000000,100.9800000,99.6000000,100.0300000,59
20131211,000000,100.9400000,100.9400000,100.4700000,100.9100000,57
20131212,000000,99.0100000,99.0100000,98.5400000,98.8400000,52
20131213,000000,98.5000000,99.7500000,98.5000000,98.7300000,37
20131216,000000,99.0200000,99.8900000,99.0200000,99.5100000,63
20131217,000000,100.5000000,101.9300000,100.2100000,100.4800000,75
20131218,000000,99.8100000,100.7300000,99.0000000,100.0300000,85
20131219,000000,102.1000000,102.1000000,100.7700000,101.5700000,52
20131220,000000,101.2500000,102.0900000,101.2000000,102.0900000,58
20131223,000000,102.0300000,102.9700000,102.0300000,102.3500000,82
20131224,000000,101.9400000,102.3500000,101.6200000,101.9300000,42
20131225,000000,101.0300000,102.8300000,101.0300000,101.5000000,38
20131226,000000,101.5000000,102.2900000,101.0100000,101.7700000,64
20131227,000000,101.2100000,102.0000000,100.7000000,100.7000000,44
20131230,000000,101.6000000,102.0000000,100.6100000,101.0600000,74
20140106,000000,99.4000000,99.4000000,99.0000000,99.0000000,88
20140108,000000,98.4100000,99.4800000,97.8000000,97.9300000,69
20140109,000000,98.0100000,98.9900000,97.5100000,97.9300000,35
20140110,000000,97.8000000,99.9900000,97.1400000,99.1900000,68
20140113,000000,98.0800000,100.4000000,98.0800000,100.4000000,38
20140114,000000,98.1400000,99.7000000,98.1400000,99.2000000,62
20140115,000000,100.3300000,100.7400000,100.3200000,100.7400000,112
20140116,000000,100.4500000,101.4100000,99.0000000,101.3900000,66
20140117,000000,101.7400000,101.7400000,101.0000000,101.0200000,51
20140120,000000,101.5000000,102.2600000,101.4900000,101.4900000,33
20140121,000000,101.8000000,102.5000000,101.5100000,102.4100000,48
20140122,000000,101.0000000,102.0000000,101.0000000,102.0000000,47
20140123,000000,102.0000000,102.5000000,100.6400000,101.7300000,78
20140124,000000,99.9000000,99.9900000,99.4000000,99.7200000,56
20140127,000000,97.7000000,98.9000000,97.5400000,97.5800000,110
20140128,000000,97.7000000,98.2600000,96.3000000,97.2100000,84
20140129,000000,97.6400000,97.6500000,95.5700000,96.9900000,73
20140130,000000,95.0300000,96.0400000,94.0700000,95.8000000,47
20140131,000000,94.5700000,95.8800000,94.5000000,94.5200000,131
20140203,000000,95.4000000,95.4100000,94.0200000,95.4100000,94
20140204,000000,93.9900000,94.4000000,93.5200000,94.0500000,88
20140205,000000,95.0000000,95.6700000,94.8100000,95.6700000,98
20140206,000000,95.7000000,96.7900000,95.7000000,96.7900000,30
20140207,000000,96.3000000,96.9800000,95.9600000,96.3200000,57
20140210,000000,95.6000000,95.7300000,95.5000000,95.5000000,29
20140211,000000,96.0000000,96.3900000,95.0000000,96.0800000,80
20140212,000000,96.0000000,96.9500000,96.0000000,96.7900000,68
20140213,000000,96.4000000,98.6700000,95.5000000,95.5000000,58
20140214,000000,97.0400000,97.0400000,96.0600000,96.2900000,26
20140217,000000,97.4000000,97.7600000,97.0200000,97.4900000,48
20140218,000000,97.0000000,97.0000000,96.4100000,96.4100000,52
20140219,000000,95.0000000,95.0000000,94.4100000,94.9400000,75
20140220,000000,93.5500000,96.3200000,93.5500000,94.4000000,22
20140221,000000,94.2500000,95.2700000,93.5400000,95.1300000,32
20140224,000000,95.0000000,95.0000000,94.2500000,94.6100000,26
20140225,000000,94.3700000,94.4900000,93.7100000,94.3800000,43
20140226,000000,92.0000000,92.6900000,91.8700000,92.4800000,74
20140227,000000,90.0000000,90.3900000,89.7000000,89.9100000,64
20140228,000000,89.2600000,90.8900000,89.2600000,89.9500000,81
20140303,000000,75.0100000,83.0500000,75.0100000,77.3600000,304
20140304,000000,83.0000000,83.0000000,75.1700000,82.0600000,157
20140305,000000,81.6800000,82.1500000,79.8600000,81.7400000,60
20140306,000000,79.0000000,80.0000000,78.2100000,80.0000000,70
20140307,000000,80.4000000,80.8100000,80.0000000,80.0000000,84
20140311,000000,78.5000000,78.5000000,76.2400000,76.4000000,148
20140312,000000,74.0000000,74.1900000,71.1100000,72.0300000,147
20140313,000000,69.1000000,70.5100000,69.1000000,69.9300000,115
20140314,000000,68.5000000,71.9700000,64.9500000,71.0100000,149
20140317,000000,74.0000000,77.7000000,74.0000000,77.6500000,104
20140318,000000,79.0500000,82.5400000,78.5300000,82.5400000,65
20140319,000000,81.5800000,82.5000000,78.1800000,80.5700000,92
20140320,000000,78.2500000,80.4900000,78.2500000,79.0500000,64
20140321,000000,77.7400000,78.9900000,76.8000000,78.0200000,17
20140324,000000,78.1100000,78.5900000,78.0000000,78.5900000,49
20140325,000000,81.0900000,81.8000000,81.0900000,81.4000000,41
20140326,000000,83.0100000,83.8600000,82.1100000,82.5100000,79
20140327,000000,80.3300000,84.8000000,79.2100000,80.4700000,96
20140328,000000,80.5100000,81.4700000,80.5100000,81.4500000,53
20140331,000000,83.0000000,83.7800000,79.9700000,83.7800000,128
20140401,000000,83.3000000,84.5500000,83.3000000,83.6000000,162
20140402,000000,81.4300000,82.4800000,81.4300000,82.4800000,71
20140403,000000,81.8000000,82.3000000,81.2500000,81.5500000,76
20140404,000000,81.8200000,83.3500000,81.8200000,83.3300000,76
20140407,000000,79.0000000,79.8800000,78.3700000,79.3500000,92
20140408,000000,78.8000000,79.5800000,78.8000000,79.5400000,73
20140409,000000,77.8700000,78.9800000,77.8700000,78.8700000,43
20140410,000000,79.8000000,79.9900000,79.0700000,79.4500000,81
20140411,000000,79.0400000,80.0000000,79.0400000,79.9500000,33
20140414,000000,77.8800000,78.8500000,77.8800000,78.1300000,74
20140415,000000,76.5200000,76.9900000,75.3000000,75.3000000,82
20140416,000000,76.0000000,76.2700000,75.5600000,75.6000000,59
20140417,000000,75.8300000,76.6300000,75.1000000,75.8600000,63
20140418,000000,78.2000000,79.2000000,78.0200000,78.6900000,56
20140421,000000,77.8300000,78.4400000,76.9600000,77.4600000,40
20140422,000000,75.7000000,77.0000000,74.7800000,76.8800000,40
20140423,000000,75.7000000,76.0300000,74.7500000,75.7800000,43
20140424,000000,74.0000000,76.8500000,71.9100000,76.5400000,47
20140425,000000,71.7600000,71.7600000,69.3000000,70.6800000,88
20140428,000000,71.0000000,72.9200000,68.0800000,72.9200000,87
20140429,000000,73.5800000,74.0000000,72.5000000,73.0000000,47
20140430,000000,71.4600000,73.0000000,71.4600000,72.2900000,71
20140502,000000,71.4100000,72.2700000,71.4100000,72.2700000,38
20140505,000000,71.1100000,71.9200000,71.1100000,71.9200000,28
20140506,000000,73.0000000,74.3000000,73.0000000,73.9100000,167
20140507,000000,75.5900000,79.8900000,75.5900000,78.3100000,119
20140508,000000,79.3400000,79.6000000,78.8900000,79.5900000,31
20140512,000000,79.0700000,79.9000000,78.0100000,78.4100000,50
20140513,000000,80.0100000,82.9500000,79.6300000,80.1000000,85
20140514,000000,80.0000000,81.9400000,80.0000000,80.8700000,117
20140515,000000,81.5000000,81.9900000,80.0000000,80.0000000,92
20140516,000000,79.4400000,79.4400000,78.7000000,79.2900000,50
20140519,000000,80.8100000,82.1000000,80.8100000,81.7300000,86
20140520,000000,82.2500000,82.2600000,81.7100000,81.8700000,50
20140521,000000,83.5100000,84.3100000,83.1400000,83.6300000,68
20140522,000000,83.0000000,83.0000000,81.9400000,83.0000000,34
20140523,000000,85.5800000,85.6800000,84.0000000,85.5400000,98
20140526,000000,86.4000000,86.9000000,86.4000000,86.5000000,42
20140527,000000,84.0000000,85.0000000,84.0000000,85.0000000,30
20140528,000000,85.2100000,85.2100000,84.1100000,84.5300000,58
20140529,000000,85.0000000,85.8600000,85.0000000,85.5300000,37
20140530,000000,85.4600000,85.6800000,84.7100000,85.0000000,55
20140602,000000,86.5700000,86.9800000,85.8000000,85.8000000,102
20140603,000000,85.0200000,86.2700000,85.0200000,86.2700000,74
20140604,000000,87.6100000,87.9900000,87.4100000,87.5400000,62
20140605,000000,87.5000000,88.0800000,87.0000000,87.0900000,66
20140606,000000,87.2100000,88.9500000,87.2100000,88.9500000,115
20140609,000000,88.8100000,89.2900000,88.6100000,88.9600000,81
20140610,000000,88.0800000,89.0900000,88.0800000,89.0900000,98
20140611,000000,88.7600000,90.2400000,88.2300000,89.0800000,61
20140616,000000,84.4500000,85.9800000,84.4500000,85.1000000,41
20140617,000000,82.7100000,85.9500000,82.7100000,83.9200000,46
20140618,000000,83.3800000,83.5700000,83.3600000,83.5700000,21
20140619,000000,84.8800000,85.9100000,84.8800000,85.9100000,64
20140620,000000,84.2000000,84.9000000,84.0000000,84.3500000,52
20140623,000000,84.9300000,84.9300000,83.4700000,83.7000000,47
20140624,000000,84.7600000,86.6300000,84.7600000,86.5600000,75
20140625,000000,84.9100000,84.9900000,84.0700000,84.8900000,91
20140626,000000,84.0000000,84.9700000,83.6900000,83.7200000,47
20140627,000000,85.0000000,85.0000000,84.0100000,84.8000000,8
20140630,000000,83.0100000,83.5000000,82.7500000,83.5000000,97
20140701,000000,84.5000000,84.5000000,82.4400000,83.9900000,133
20140702,000000,85.0100000,85.6900000,85.0100000,85.2200000,23
20140703,000000,86.2900000,86.2900000,85.1500000,85.3000000,65
20140704,000000,84.5100000,84.8100000,83.9400000,83.9400000,41
20140707,000000,84.2400000,84.8000000,84.2400000,84.5000000,13
20140708,000000,85.0600000,85.5400000,84.5100000,84.8900000,47
20140709,000000,84.3100000,85.4100000,84.1900000,84.9300000,50
20140710,000000,83.3900000,83.3900000,83.2400000,83.2400000,9
20140711,000000,83.4900000,84.7500000,83.4900000,84.7500000,56
20140714,000000,84.0600000,84.0600000,83.5900000,83.5900000,10
20140715,000000,84.5200000,84.5200000,82.5100000,84.3700000,24
20140716,000000,84.0000000,84.0000000,82.6400000,83.0100000,31
20140717,000000,81.8600000,81.8600000,81.0100000,81.5200000,52
20140718,000000,79.4200000,80.7900000,79.4200000,79.9500000,45
20140721,000000,77.2700000,77.5700000,76.3500000,77.3900000,61
20140722,000000,77.3000000,78.5100000,77.3000000,78.4600000,53
20140723,000000,76.1600000,77.5400000,76.1600000,77.4900000,38
20140724,000000,76.0600000,77.5800000,76.0600000,76.2400000,34
20140725,000000,75.1400000,76.4800000,75.0500000,75.6900000,36
20140728,000000,72.1100000,74.0000000,72.1100000,72.4500000,51
20140729,000000,73.5000000,74.1900000,72.4500000,73.2900000,67
20140730,000000,74.0000000,74.5000000,73.9000000,74.3800000,32
20140731,000000,73.6000000,74.1200000,73.5100000,73.5100000,77
20140801,000000,71.0000000,72.5900000,71.0000000,72.5800000,117
20140804,000000,72.6500000,73.0000000,71.4500000,72.6500000,146
20140805,000000,71.1200000,72.2300000,71.1200000,72.1600000,29
20140806,000000,69.6900000,69.9900000,69.1600000,69.1700000,243
20140807,000000,68.4900000,69.4900000,66.1100000,68.4000000,721
20140808,000000,69.8800000,70.4300000,69.2000000,70.4300000,102
20140811,000000,73.5100000,74.4000000,73.5100000,74.3200000,354
20140812,000000,73.0100000,73.9000000,73.0100000,73.3500000,115
20140813,000000,75.2800000,75.3100000,74.7100000,74.8000000,86
20140814,000000,74.6000000,74.9900000,74.6000000,74.9100000,43
